0;671
0;205
0;1870
0;424
0;1561
1;1915
1;1409
1;1906
1;2774
1;2392
2;273
2;440
2;1431
2;1574
2;2049
3;2611
3;2888
3;1012
3;1331
3;11
4;1277
4;2862
4;505
4;1863
4;997
5;1295
5;267
5;1738
5;625
5;278
6;1757
6;1655
6;242
6;628
6;1541
7;1004
7;1014
7;1755
7;1400
7;2362
8;2186
8;2092
8;2030
8;225
8;1635
9;2057
9;675
9;1617
9;489
9;1317
10;2589
10;287
10;1307
10;2276
10;2007
11;1012
11;2888
11;1356
11;1485
12;307
12;387
12;2196
12;2334
12;2606
13;1513
13;529
13;413
13;2634
13;1119
14;499
14;2717
14;2476
14;2083
14;1302
15;952
15;1598
15;275
15;1670
15;2740
16;2493
16;1306
16;109
16;1059
16;902
17;1041
17;2872
17;2787
17;2342
17;2505
18;285
18;422
18;2208
18;125
18;1853
19;2276
19;1676
19;1307
19;2974
19;1183
20;946
20;132
20;2236
20;1292
20;1769
21;2646
21;1912
21;2437
21;835
21;2534
22;2359
22;366
22;1985
22;1958
22;2257
23;1752
23;1107
23;2110
23;2979
23;2936
24;2881
24;1371
24;1135
24;2378
24;849
25;2253
25;2421
25;2497
25;2313
25;1266
26;2427
26;1875
26;414
26;176
26;1205
27;2606
27;1773
27;2828
27;387
27;976
28;1895
28;281
28;1308
28;2629
28;975
29;1886
29;359
29;2341
29;676
29;2746
30;167
30;518
30;1517
30;2447
30;2993
31;2168
31;712
31;1022
31;2851
31;2483
32;2022
32;2278
32;1967
32;207
32;2150
33;1652
33;876
33;270
33;2231
33;389
34;1514
34;2309
34;2549
34;1354
34;2612
35;456
35;1169
35;1615
35;683
35;1334
36;1982
36;694
36;92
36;934
36;2063
37;517
37;326
37;2548
37;2311
37;2234
38;1262
38;1122
38;50
38;1238
38;1103
39;1477
39;2167
39;1699
39;700
39;1490
40;2817
40;1529
40;67
40;1008
40;2172
41;2084
41;2450
41;64
41;2604
41;2123
42;2012
42;1832
42;1968
42;2590
42;2735
43;131
43;1078
43;102
43;726
43;725
44;257
44;149
44;972
44;2042
44;2798
45;128
45;2802
45;2502
45;2376
45;459
46;2555
46;2060
46;1771
46;2267
46;1808
47;399
47;1260
47;2682
47;1129
47;747
48;1156
48;977
48;2251
48;1845
48;797
49;1854
49;2174
49;108
49;2250
49;1620
50;1238
50;1262
50;1445
50;1166
51;2463
51;2700
51;438
51;2017
51;863
52;2948
52;1790
52;177
52;1834
52;543
53;1610
53;880
53;1609
53;1864
53;783
54;834
54;981
54;416
54;2199
54;2073
55;264
55;922
55;2135
55;1504
55;2969
56;2354
56;645
56;1840
56;254
56;503
57;1663
57;1424
57;2755
57;2844
57;2430
58;464
58;1326
58;1806
58;457
58;980
59;947
59;1233
59;2290
59;978
59;1245
60;1426
60;2528
60;2844
60;2319
60;2899
61;911
61;2559
61;1288
61;700
61;1462
62;2428
62;2663
62;716
62;930
62;479
63;1687
63;1239
63;1148
63;1187
63;1433
64;2450
64;2084
64;2123
64;2604
65;260
65;1850
65;1429
65;402
65;673
66;842
66;2800
66;406
66;2192
66;955
67;875
67;2817
67;1884
67;1529
68;2796
68;237
68;1535
68;1861
68;1947
69;261
69;2829
69;1052
69;2000
69;1202
70;1838
70;266
70;1213
70;2674
70;2504
71;433
71;2602
71;2547
71;2529
71;352
72;1546
72;2734
72;263
72;2500
72;1241
73;2818
73;353
73;1070
73;971
73;1418
74;2798
74;1913
74;892
74;1539
74;1171
75;504
75;919
75;2323
75;480
75;915
76;1430
76;674
76;1804
76;369
76;1061
77;395
77;1165
77;1018
77;943
77;160
78;1223
78;2889
78;891
78;1962
78;678
79;2147
79;1576
79;1835
79;2644
79;539
80;2967
80;2541
80;288
80;2847
80;209
81;2340
81;187
81;1947
81;316
81;98
82;2312
82;831
82;190
82;2037
82;2409
83;2838
83;883
83;129
83;251
83;1563
84;1961
84;1250
84;2210
84;1855
84;2388
85;1380
85;1731
85;2045
85;2624
85;2470
86;1616
86;2656
86;704
86;252
86;2515
87;2609
87;2341
87;841
87;1254
87;2383
88;939
88;2683
88;2052
88;1157
88;1281
89;793
89;2894
89;2337
89;696
89;879
90;2850
90;2548
90;2191
90;2328
90;2637
91;1661
91;1075
91;2733
91;2711
91;1681
92;941
92;145
92;1982
92;2453
93;2301
93;1531
93;1002
93;1393
93;2173
94;2824
94;1817
94;1883
94;2882
94;2469
95;374
95;1316
95;2104
95;627
95;449
96;131
96;726
96;545
96;2578
96;1032
97;1779
97;1482
97;1349
97;2019
97;1003
98;2340
98;1947
98;774
98;2981
99;1857
99;1772
99;503
99;1840
99;1036
100;572
100;2600
100;1692
100;811
100;743
101;2581
101;2176
101;1818
101;1188
101;1006
102;1336
102;1078
102;631
102;2952
103;179
103;1129
103;1089
103;1395
103;399
104;536
104;1556
104;1548
104;1867
104;2941
105;2281
105;2259
105;2874
105;1710
105;905
106;1718
106;199
106;550
106;1270
106;1287
107;2934
107;1034
107;2584
107;2783
107;2610
108;1854
108;1213
108;1924
108;2504
109;240
109;450
109;902
109;2493
109;2474
110;2462
110;325
110;1074
110;771
110;1272
111;2743
111;444
111;2512
111;1311
111;1996
112;1703
112;619
112;1552
112;1085
112;476
113;2053
113;916
113;471
113;2414
113;1180
114;1376
114;1641
114;280
114;247
114;432
115;2304
115;1485
115;721
115;2335
115;1771
116;2204
116;1967
116;2376
116;128
116;2150
117;2895
117;2096
117;1940
117;2826
117;2924
118;2226
118;2999
118;1367
118;2763
118;1787
119;1909
119;2630
119;2238
119;1134
119;357
120;2244
120;1931
120;467
120;405
120;1579
121;1741
121;2356
121;2092
121;1081
121;2186
122;1030
122;964
122;2892
122;2482
122;833
123;2132
123;790
123;1787
123;162
123;118
124;1841
124;1066
124;1819
124;1532
124;1571
125;285
125;422
125;2208
125;2314
125;1853
126;2412
126;2970
126;785
126;662
126;1469
127;1164
127;2035
127;2536
127;1741
127;2897
128;2502
128;2376
128;2458
128;2802
129;1766
129;2029
129;2838
129;883
130;2520
130;1599
130;1587
130;2803
130;1727
131;545
131;726
131;215
132;1769
132;1613
132;2236
132;2291
132;2594
133;2610
133;2783
133;1034
133;1665
133;2622
134;615
134;2199
134;54
134;689
134;825
135;1190
135;833
135;746
135;1465
135;2980
136;1442
136;1855
136;1452
136;1905
