0;1160
0;677
0;1654
0;878
0;1430
1;334
1;2440
1;269
1;1372
1;911
2;1297
2;2873
2;1245
2;565
2;561
3;2340
3;1389
3;1707
3;2090
3;1787
4;2582
4;1243
4;2361
4;671
4;461
5;709
5;1456
5;2123
5;2700
5;1195
6;229
6;853
6;1474
6;682
6;1532
7;415
7;2438
7;547
7;1771
7;990
8;407
8;2195
8;1303
8;809
8;739
9;1269
9;425
9;825
9;2259
9;719
10;218
10;2897
10;513
10;2250
10;1818
11;2690
11;2349
11;923
11;2263
11;2146
12;2958
12;1211
12;2765
12;2931
12;1018
13;2629
13;260
13;559
13;628
13;2187
14;1801
14;714
14;294
14;1836
14;1023
15;2833
15;2522
15;2987
15;1260
15;2510
16;2423
16;2293
16;836
16;732
16;2071
17;2304
17;2143
17;957
17;2755
17;1369
18;2953
18;571
18;1332
18;454
18;1330
19;2518
19;2669
19;2904
19;1594
19;2150
20;2571
20;181
20;1419
20;1717
20;118
21;1854
21;2371
21;1241
21;1880
21;1810
22;1201
22;1133
22;2633
22;1539
22;1238
23;2718
23;854
23;501
23;2378
23;54
24;2803
24;937
24;915
24;1680
24;955
25;370
25;2844
25;2608
25;700
25;2089
26;857
26;987
26;1085
26;733
26;569
27;2825
27;2017
27;2350
27;2190
27;2478
28;1843
28;1804
28;2875
28;225
28;2530
29;1677
29;359
29;1721
29;638
29;585
30;135
30;241
30;2306
30;2311
30;2390
31;1664
31;2136
31;2971
31;2852
31;1047
32;1803
32;2265
32;939
32;984
32;460
33;2485
33;153
33;1644
33;1425
33;217
34;2387
34;2170
34;595
34;1165
34;303
35;1796
35;1166
35;1826
35;669
35;981
36;2902
36;2155
36;765
36;2632
36;963
37;2943
37;2267
37;1781
37;383
37;2273
38;1623
38;2955
38;1162
38;1560
38;629
39;728
39;2703
39;1511
39;743
39;2806
40;1514
40;1757
40;291
40;1299
40;2932
41;2556
41;745
41;397
41;2309
41;494
42;1672
42;2296
42;1947
42;2114
42;226
43;1258
43;1035
43;1791
43;2585
43;1485
44;211
44;2525
44;1995
44;1742
44;361
45;2079
45;2088
45;1071
45;499
45;2729
46;443
46;1130
46;1722
46;1483
46;2840
47;2101
47;1452
47;1214
47;790
47;658
48;2232
48;1531
48;582
48;1062
48;2322
49;381
49;166
49;1045
49;450
49;2558
50;2324
50;2348
50;1458
50;2793
50;2391
51;2372
51;791
51;2636
51;2776
51;2572
52;1970
52;895
52;2846
52;1565
52;961
53;257
53;2549
53;2786
53;1509
53;496
54;514
54;854
54;1907
54;2553
55;2732
55;1636
55;99
55;2985
55;972
56;2635
56;1050
56;1418
56;2252
56;1973
57;2478
57;2174
57;914
57;314
57;500
58;1780
58;367
58;1705
58;1083
58;1072
59;2161
59;615
59;2948
59;2613
59;1958
60;1599
60;1600
60;2684
60;1067
60;2922
61;2981
61;2623
61;2109
61;2586
61;2141
62;475
62;2950
62;2236
62;1866
62;991
63;162
63;200
63;416
63;1034
63;179
64;627
64;1153
64;2464
64;2194
64;1731
65;818
